#
# Eine einfache Spiralgalaxie, die von einem massiven Objekt
# gestoert wird
#
# Ein schweres Objekt im Zentrum (Koordinaten (0,0)) wird von 400
# leichten Objekten (Sterne) umkreist. Ein weiteres schweres Objekt
# fliegt an dieser Galaxie vorbei und stoert diese dabei.
#
#
# Schrittweite der Simulation: 1000 Jahre (= 3.16e10 Sekunden).
# Bildausschnitt: (0,0) in der Mitte des Bildes, 1.9e21 Meter breit und hoch;
# ein Bild alle 1000 Schritte abspeichern.
#
# Auf 16 Prozessoren (Knoten von hermes) sollte die Simulation
# 500.000 Schritte in weniger als 30 Minuten schaffen.
#
402
1.0000e41  9.4680e20  9.4680e20  -1.0000e5  -3.0000e4  # vorbeifliegendes massives Objekt
2.0000e41  0.0000e0  0.0000e0  0.0000e0  0.0000e0  # Massives Objekt im Zentrum
1.0000e31  9.4680e17  0.0000e0  -0.0000e0  3.7547e6  # Stern 0
1.0000e31  1.0038e18  -6.3796e16  2.3104e5  3.6355e6  # Stern 1
1.0000e31  1.0600e18  -1.3528e17  4.4741e5  3.5058e6  # Stern 2
1.0000e31  1.1148e18  -2.1486e17  6.4892e5  3.3669e6  # Stern 3
1.0000e31  1.1675e18  -3.0292e17  8.3549e5  3.2201e6  # Stern 4
1.0000e31  1.2174e18  -3.9983e17  1.0071e6  3.0664e6  # Stern 5
1.0000e31  1.2638e18  -5.0595e17  1.1638e6  2.9070e6  # Stern 6
1.0000e31  1.3059e18  -6.2159e17  1.3057e6  2.7431e6  # Stern 7
1.0000e31  1.3426e18  -7.4703e17  1.4330e6  2.5756e6  # Stern 8
1.0000e31  1.3732e18  -8.8251e17  1.5460e6  2.4056e6  # Stern 9
1.0000e31  1.3965e18  -1.0282e18  1.6449e6  2.2341e6  # Stern 10
1.0000e31  1.4113e18  -1.1843e18  1.7302e6  2.0619e6  # Stern 11
1.0000e31  1.4166e18  -1.3507e18  1.8021e6  1.8900e6  # Stern 12
1.0000e31  1.4109e18  -1.5275e18  1.8612e6  1.7191e6  # Stern 13
1.0000e31  1.3930e18  -1.7146e18  1.9078e6  1.5499e6  # Stern 14
1.0000e31  1.3614e18  -1.9118e18  1.9426e6  1.3833e6  # Stern 15
1.0000e31  1.3146e18  -2.1187e18  1.9660e6  1.2199e6  # Stern 16
1.0000e31  1.2510e18  -2.3349e18  1.9787e6  1.0601e6  # Stern 17
1.0000e31  1.1691e18  -2.5599e18  1.9810e6  9.0471e5  # Stern 18
1.0000e31  1.0670e18  -2.7929e18  1.9738e6  7.5408e5  # Stern 19
1.0000e31  9.4312e17  -3.0331e18  1.9575e6  6.0867e5  # Stern 20
1.0000e31  7.9557e17  -3.2794e18  1.9328e6  4.6889e5  # Stern 21
1.0000e31  6.2254e17  -3.5306e18  1.9003e6  3.3507e5  # Stern 22
1.0000e31  4.2215e17  -3.7852e18  1.8605e6  2.0750e5  # Stern 23
1.0000e31  1.9253e17  -4.0417e18  1.8142e6  8.6421e4  # Stern 24
1.0000e31  -6.8204e16  -4.2982e18  1.7619e6  -2.7958e4  # Stern 25
1.0000e31  -3.6193e17  -4.5526e18  1.7042e6  -1.3549e5  # Stern 26
1.0000e31  -6.9050e17  -4.8025e18  1.6418e6  -2.3605e5  # Stern 27
1.0000e31  -1.0557e18  -5.0453e18  1.5751e6  -3.2958e5  # Stern 28
1.0000e31  -1.4593e18  -5.2782e18  1.5048e6  -4.1603e5  # Stern 29
1.0000e31  -1.9028e18  -5.4979e18  1.4314e6  -4.9541e5  # Stern 30
1.0000e31  -2.3879e18  -5.7009e18  1.3555e6  -5.6776e5  # Stern 31
1.0000e31  -2.9159e18  -5.8835e18  1.2775e6  -6.3313e5  # Stern 32
1.0000e31  -3.4880e18  -6.0415e18  1.1979e6  -6.9163e5  # Stern 33
1.0000e31  -4.1053e18  -6.1704e18  1.1173e6  -7.4337e5  # Stern 34
1.0000e31  -4.7684e18  -6.2656e18  1.0361e6  -7.8852e5  # Stern 35
1.0000e31  -5.4779e18  -6.3218e18  9.5467e5  -8.2723e5  # Stern 36
1.0000e31  -6.2339e18  -6.3336e18  8.7345e5  -8.5970e5  # Stern 37
1.0000e31  -7.0362e18  -6.2951e18  7.9281e5  -8.8614e5  # Stern 38
1.0000e31  -7.8843e18  -6.2003e18  7.1310e5  -9.0678e5  # Stern 39
1.0000e31  -8.7771e18  -6.0426e18  6.3466e5  -9.2186e5  # Stern 40
1.0000e31  -9.7131e18  -5.8153e18  5.5777e5  -9.3164e5  # Stern 41
1.0000e31  -1.0690e19  -5.5112e18  4.8273e5  -9.3637e5  # Stern 42
1.0000e31  -1.1706e19  -5.1229e18  4.0978e5  -9.3634e5  # Stern 43
1.0000e31  -1.2756e19  -4.6428e18  3.3915e5  -9.3181e5  # Stern 44
1.0000e31  -1.3837e19  -4.0630e18  2.7104e5  -9.2309e5  # Stern 45
